Transaction_id,User_id,Date_cleaned,Transaction_Type,Category_Clean,Amount_Clean,Is_Refund,is_Outlier,Payment_Mode_Clean,Location_Clean
T2841,U138,2024-11-01,Expense,Bonus,9950,NO,NO,CASH,Chennai
T6630,U038,2022-11-10,Expense,Entertainment,165,NO,NO,CASH,Chennai
T4021,U122,2022-03-02,Expense,Food,4220,NO,NO,BANK TRANSFER,Jaipur
T1959,U073,2024-07-28,Expense,Food,6813,NO,NO,BANK TRANSFER,Unknown
T10141,U059,2024-02-05,Expense,Others,8656,NO,NO,CARD,Delhi
T6884,U060,2023-09-12,Expense,Education,2491,NO,NO,CASH,Pune
T6263,U145,2023-08-29,Expense,Food,789,NO,NO,UPI,Kolkata
T3619,U125,2024-09-10,Expense,Rent,9698,NO,NO,CASH,Jaipur
T10606,U118,2024-03-02,Expense,Food,9163,NO,NO,CASH,Jaipur
T6395,U027,2024-01-01,Expense,Utilities,12083,NO,NO,CARD,Delhi
T6127,U082,2023-10-17,Expense,Rent,4367,NO,NO,CARD,Ahmedabad
T0780,U113,2024-07-24,Expense,Entertainment,23072,NO,NO,CARD,Chennai
T10538,U054,2024-12-06,Expense,Travel,1213,NO,NO,BANK TRANSFER,Unknown
T0850,U062,2022-09-29,Expense,Education,2790,NO,NO,UNKNOWN,Pune
T12046,U001,2024-02-01,Expense,Rent,4103,NO,NO,UNKNOWN,Bangalore
T2132,U052,2021-09-09,Expense,Utilities,14145,NO,NO,CARD,Delhi
T1316,U018,2023-05-15,Expense,Food,4022,NO,NO,CARD,Pune
T12512,U083,2023-02-20,Income,Travel,11930,NO,NO,BANK TRANSFER,Bangalore
T2536,U051,2023-08-17,Expense,Uncategorised,1718,NO,NO,CASH,Chennai
T3512,U128,2024-11-09,Income,Food,73576,NO,NO,CASH,Hyderabad
T4136,U106,2024-04-14,Expense,Utilities,9445,NO,NO,CARD,Delhi
T10852,U069,2023-01-31,Income,Salary,35129,NO,NO,CARD,Delhi
T8877,U137,2024-05-27,Expense,Utilities,9544,NO,NO,UNKNOWN,Mumbai
T13911,U141,2024-11-14,Expense,Investment,6601,NO,NO,BANK TRANSFER,Delhi
T11074,U135,2024-12-02,Expense,Education,4585,NO,NO,UPI,Mumbai
T9787,U058,2021-01-03,Expense,Entertainment,2876,NO,NO,CARD,Ahmedabad
T3957,U003,2022-03-03,Expense,Education,2838,NO,NO,CASH,Lucknow
T10152,U122,2024-04-19,Expense,Rent,9907,NO,NO,CASH,Hyderabad
T5677,U047,2024-09-07,Expense,Misc,4862,NO,NO,CASH,Delhi
T4598,U094,2023-04-02,Expense,Utilities,4833,NO,NO,CASH,Jaipur
T8207,U011,2022-04-06,Expense,Food,5528,NO,NO,CARD,Lucknow
T0255,U080,2021-11-21,Expense,Travel,36537,NO,NO,CARD,Pune
T13215,U069,2022-04-19,Expense,Rent,6629,NO,NO,CASH,Chennai
T6386,U078,2021-08-11,Expense,Rent,4914,NO,NO,CARD,Mumbai
T10026,U083,2022-03-10,Expense,Investment,3272,NO,NO,BANK TRANSFER,Lucknow
T2700,U070,2021-02-01,Expense,Rent,5143,NO,NO,BANK TRANSFER,Hyderabad
T8653,U118,2021-08-07,Expense,Rent,6284,NO,NO,UPI,Unknown
T7799,U086,2023-05-11,Expense,Rent,3142,NO,NO,BANK TRANSFER,Jaipur
T4008,U134,2024-01-03,Expense,Travel,5749,NO,NO,CARD,Ahmedabad
T1591,U066,2024-01-11,Expense,Food,4161,NO,NO,UPI,Bangalore
T5065,U039,2022-05-11,Expense,Utilities,2470,NO,NO,CARD,Delhi
T2539,U098,2022-05-02,Expense,Travel,3559,NO,NO,CARD,Ahmedabad
T4307,U053,2024-06-10,Income,Bonus,57937,NO,NO,CARD,Kolkata
T0795,U071,2024-01-25,Expense,Food,938,NO,NO,UPI,Pune
T2180,U098,2024-11-19,Income,Travel,45500,NO,NO,CASH,Delhi
T13678,U086,2023-03-17,Expense,Health,4017,NO,NO,BANK TRANSFER,Kolkata
T13787,U073,2021-10-03,Expense,Travel,2362,NO,NO,CARD,Hyderabad
T11242,U075,2021-09-27,Expense,Food,9607,NO,NO,CASH,Jaipur
T2367,U145,2024-06-29,Expense,Bonus,5859,NO,NO,UPI,Unknown
T9543,U130,2021-10-12,Expense,Entertainment,4585,NO,NO,CARD,Unknown
T1870,U029,2021-08-13,Expense,Rent,6041,NO,NO,UPI,Delhi
T0104,U010,2021-12-25,Expense,Entertainment,6604,NO,NO,UPI,Unknown
T6138,U037,2024-03-12,Expense,Entertainment,2732,NO,NO,BANK TRANSFER,Kolkata
T12908,U135,2022-04-11,Expense,Food,6811,NO,NO,CASH,Ahmedabad
T9882,U004,2022-06-19,Expense,Rent,29728,NO,NO,CARD,Chennai
T4453,U149,2021-08-09,Expense,Education,34972,NO,NO,CARD,Delhi
T12958,U051,2021-05-05,Income,Food,19404,NO,NO,BANK TRANSFER,Delhi
T13294,U114,2023-10-31,Expense,Education,9814,NO,NO,CASH,Kolkata
T5391,U095,2023-11-07,Expense,Entertainment,15273,NO,NO,CASH,Unknown
T11689,U005,2024-06-21,Expense,Education,13391,NO,NO,BANK TRANSFER,Ahmedabad
T1685,U015,2021-11-04,Expense,Travel,1536,NO,NO,BANK TRANSFER,Lucknow
T13468,U079,2023-12-20,Expense,Others,6413,NO,NO,CASH,Ahmedabad
T0539,U072,2021-07-30,Expense,Health,4046,NO,NO,UPI,Lucknow
T1494,U043,2021-01-12,Expense,Food,799,NO,NO,CASH,Ahmedabad
T13791,U112,2021-11-22,Expense,Entertainment,676,NO,NO,UPI,Pune
T13881,U103,2022-06-09,Income,Entertainment,55142,NO,NO,CARD,Bangalore
T1940,U088,2021-09-20,Expense,Rent,678,NO,NO,UNKNOWN,Chennai
T7589,U081,2023-02-03,Expense,Food,7054,NO,NO,UPI,Bangalore
T10175,U065,2022-08-16,Expense,Food,5833,NO,NO,CARD,Pune
T9571,U080,2023-07-14,Expense,Travel,9116,NO,NO,UPI,Unknown
T10362,U128,2023-04-06,Expense,Rent,5930,NO,NO,UPI,Hyderabad
T6164,U090,2021-02-23,Expense,Food,3283,NO,NO,UPI,Kolkata
T0494,U034,2022-07-15,Income,Rent,59853,NO,NO,CARD,Ahmedabad
T0582,U090,2024-05-31,Expense,Food,9782,NO,NO,BANK TRANSFER,Mumbai
T8729,U132,2022-09-28,Expense,Entertainment,5889,NO,NO,CARD,Bangalore
T4175,U014,2022-02-09,Expense,Food,4213,NO,NO,UPI,Delhi
T11778,U034,2024-12-04,Expense,Salary,474,NO,NO,CARD,Kolkata
T1559,U057,2024-10-18,Expense,Food,2484,NO,NO,BANK TRANSFER,Jaipur
T3671,U005,2024-11-23,Expense,Utilities,10276,NO,NO,CARD,Delhi
T6046,U049,2024-01-04,Expense,Rent,1355,NO,NO,UPI,Jaipur
T12992,U038,2022-08-25,Expense,Food,8939,NO,NO,UPI,Hyderabad
T1562,U149,2023-11-22,Expense,Food,9476,NO,NO,BANK TRANSFER,Ahmedabad
T3667,U140,2022-01-03,Expense,Travel,7781,NO,NO,BANK TRANSFER,Lucknow
T13403,U002,2022-06-25,Expense,Rent,8199,NO,NO,CASH,Jaipur
T6489,U035,2023-05-10,Expense,Others,-500,YES,NO,CASH,Bangalore
T3698,U142,2021-11-08,Income,Utilities,35988,NO,NO,CARD,Delhi
T12454,U068,2024-04-20,Expense,Rent,3990,NO,NO,UPI,Mumbai
T7566,U024,2022-01-31,Expense,Others,3937,NO,NO,BANK TRANSFER,Hyderabad
T0802,U106,2023-12-24,Expense,Savings,4771,NO,NO,CASH,Kolkata
T1518,U098,2024-07-16,Expense,Education,4172,NO,NO,CASH,Delhi
T1920,U004,2022-02-04,Expense,Travel,9438,NO,NO,UPI,Hyderabad
T8718,U003,2021-09-02,Expense,Entertainment,2978,NO,NO,CARD,Pune
T9684,U117,2021-01-12,Expense,Food,3929,NO,NO,BANK TRANSFER,Bangalore
T4578,U033,2021-02-13,Expense,Bonus,5634,NO,NO,CARD,Delhi
T6058,U043,2022-10-14,Expense,Food,45761,NO,NO,CARD,Bangalore
T5876,U103,2021-02-24,Expense,Utilities,5735,NO,NO,UPI,Mumbai
T10549,U099,2021-06-21,Expense,Rent,7219,NO,NO,CARD,Pune
T1594,U112,2023-07-19,Income,Savings,42662,NO,NO,UNKNOWN,Kolkata
T7175,U117,2022-03-26,Expense,Savings,2088,NO,NO,CARD,Ahmedabad
T0038,U055,2022-06-08,Expense,Utilities,6329,NO,NO,UPI,Mumbai
T10021,U116,2023-06-15,Expense,Food,5427,NO,NO,BANK TRANSFER,Ahmedabad
T8235,U046,2023-01-01,Expense,Uncategorised,2291,NO,NO,UPI,Lucknow
T11808,U146,2022-04-05,Income,Food,50347,NO,NO,CASH,Jaipur
T1904,U145,2021-03-01,Expense,Bonus,2560,NO,NO,BANK TRANSFER,Bangalore
T13997,U086,2024-10-22,Expense,Entertainment,4593,NO,NO,UPI,Pune
T9241,U121,2021-09-20,Expense,Others,3269,NO,NO,UNKNOWN,Hyderabad
T0813,U028,2023-05-21,Expense,Travel,4978,NO,NO,CARD,Hyderabad
T0479,U131,2021-07-22,Expense,Food,1813,NO,NO,UPI,Lucknow
T9722,U135,2023-05-24,Expense,Travel,5676,NO,NO,CARD,Jaipur
T4138,U092,2024-07-29,Expense,Health,48145,NO,NO,CARD,Pune
T6090,U131,2022-10-27,Income,Freelance,62697,NO,NO,CARD,Bangalore
T8427,U134,2021-08-22,Expense,Bonus,9156,NO,NO,CARD,Hyderabad
T3881,U134,2021-12-14,Expense,Bonus,9614,NO,NO,UPI,Chennai
T0566,U140,2024-06-08,Income,Food,248568,NO,NO,CARD,Jaipur
T0940,U034,2024-07-12,Expense,Freelance,5059,NO,NO,UNKNOWN,Lucknow
T6444,U082,2022-10-08,Expense,Health,7280,NO,NO,CARD,Unknown
T6141,U129,2024-09-16,Expense,Others,2345,NO,NO,BANK TRANSFER,Kolkata
T11676,U067,2021-03-26,Expense,Rent,8677,NO,NO,UPI,Hyderabad
T13375,U136,2022-04-23,Expense,Investment,2160,NO,NO,CARD,Hyderabad
T2941,U124,2024-06-27,Income,Rent,22339,NO,NO,CASH,Ahmedabad
T2546,U027,2022-08-28,Expense,Food,9979,NO,NO,UPI,Pune
T11011,U051,2024-10-01,Expense,Rent,6700,NO,NO,CARD,Unknown
T8410,U060,2023-06-15,Expense,Utilities,1852,NO,NO,CASH,Ahmedabad
T8791,U004,2021-12-06,Expense,Education,5377,NO,NO,CASH,Chennai
T10864,U024,2021-11-05,Expense,Bonus,7392,NO,NO,CARD,Lucknow
T7902,U046,2024-07-17,Expense,Rent,9741,NO,NO,UPI,Mumbai
T9467,U122,2022-09-17,Expense,Food,4041,NO,NO,BANK TRANSFER,Delhi
T9495,U010,2023-06-02,Expense,Others,6607,NO,NO,UPI,Delhi
T10384,U125,2023-01-22,Expense,Health,1023,NO,NO,UNKNOWN,Chennai
T13708,U064,2023-04-24,Income,Food,19377,NO,NO,CASH,Delhi
T12330,U061,2024-07-20,Expense,Bonus,9816,NO,NO,CARD,Mumbai
T13948,U113,2024-10-31,Expense,Rent,8979,NO,NO,CASH,Ahmedabad
T0840,U105,2021-03-29,Expense,Utilities,6579,NO,NO,CASH,Pune
T7486,U025,2022-12-14,Expense,Food,-500,YES,NO,UPI,Pune
T11621,U064,2024-03-18,Expense,Travel,6668,NO,NO,CARD,Ahmedabad
T4547,U097,2021-10-27,Expense,Travel,2407,NO,NO,CASH,Jaipur
T0661,U052,2024-06-18,Income,Entertainment,71587,NO,NO,BANK TRANSFER,Lucknow
T0653,U129,2023-02-06,Income,Rent,59790,NO,NO,UPI,Chennai
T11406,U131,2022-12-01,Income,Food,18816,NO,NO,CARD,Lucknow
T7999,U088,2024-07-26,Expense,Education,2548,NO,NO,CASH,Bangalore
T6551,U032,2023-02-09,Income,Travel,63775,NO,NO,CARD,Lucknow
T1751,U145,2023-08-21,Expense,Rent,325,NO,NO,CASH,Chennai
T13856,U077,2024-10-05,Income,Investment,17694,NO,NO,BANK TRANSFER,Ahmedabad
T2157,U148,2021-10-02,Expense,Rent,9019,NO,NO,CARD,Jaipur
T7815,U147,2023-03-15,Income,Food,67233,NO,NO,CASH,Lucknow
T10450,U075,2024-07-27,Expense,Education,5147,NO,NO,CARD,Kolkata
T10586,U063,2021-05-14,Expense,Food,922,NO,NO,CARD,Pune
T4189,U145,2022-03-11,Expense,Bonus,2112,NO,NO,UNKNOWN,Kolkata
T5142,U030,2022-12-29,Expense,Entertainment,4635,NO,NO,CARD,Kolkata
T7047,U007,2024-04-18,Expense,Utilities,3122,NO,NO,CARD,Lucknow
T7286,U144,2023-12-11,Income,Health,76998,NO,NO,CARD,Mumbai
T2381,U123,2024-04-09,Expense,Utilities,0,NO,NO,CASH,Bangalore
T4558,U079,2024-08-01,Expense,Rent,4394,NO,NO,UNKNOWN,Bangalore
T1436,U040,2023-01-17,Expense,Utilities,3663,NO,NO,BANK TRANSFER,Jaipur
T7831,U048,2021-09-06,Income,Education,63251,NO,NO,CARD,Unknown
T12764,U076,2023-12-24,Expense,Savings,179,NO,NO,UPI,Mumbai
T13667,U127,2022-01-17,Expense,Travel,3471,NO,NO,UPI,Hyderabad
T12777,U142,2022-04-23,Expense,Food,195,NO,NO,UPI,Lucknow
T3170,U042,2021-07-02,Income,Investment,44914,NO,NO,BANK TRANSFER,Lucknow
T2549,U101,2024-09-08,Expense,Education,6768,NO,NO,CASH,Delhi
T9668,U068,2021-09-27,Expense,Health,9021,NO,NO,BANK TRANSFER,Hyderabad
T12822,U049,2022-04-10,Expense,Rent,4300,NO,NO,BANK TRANSFER,Delhi
T6652,U147,2023-12-21,Expense,Rent,2386,NO,NO,UNKNOWN,Delhi
T2336,U144,2021-03-05,Expense,Travel,404,NO,NO,BANK TRANSFER,Unknown
T13834,U091,2024-12-09,Expense,Rent,6921,NO,NO,BANK TRANSFER,Delhi
T5253,U082,2021-11-21,Expense,Others,17265,NO,NO,BANK TRANSFER,Chennai
T8310,U150,2023-07-29,Expense,Food,8512,NO,NO,CASH,Ahmedabad
T11059,U112,2024-05-17,Expense,Food,0,NO,NO,BANK TRANSFER,Lucknow
T6469,U102,2023-09-06,Expense,Food,1416,NO,NO,CARD,Unknown
T8469,U113,2024-10-18,Expense,Education,32952,NO,NO,BANK TRANSFER,Pune
T3376,U045,2024-04-05,Income,Food,44601,NO,NO,CARD,Jaipur
T7940,U022,2024-08-22,Expense,Bonus,8736,NO,NO,CARD,Pune
T12826,U049,2023-02-03,Expense,Utilities,235,NO,NO,CASH,Jaipur
T3023,U014,2024-10-16,Expense,Entertainment,3588,NO,NO,BANK TRANSFER,Jaipur
T12125,U067,2021-01-31,Expense,Rent,4113,NO,NO,UPI,Lucknow
T2989,U113,2022-07-27,Expense,Health,1050,NO,NO,CASH,Ahmedabad
T6708,U071,2021-04-29,Income,Travel,38205,NO,NO,UPI,Kolkata
T5247,U017,2023-12-21,Expense,Freelance,9194,NO,NO,CARD,Bangalore
T5112,U095,2023-10-15,Expense,Utilities,0,NO,NO,UPI,Delhi
T8711,U048,2024-07-31,Expense,Education,8483,NO,NO,BANK TRANSFER,Bangalore
T4378,U026,2021-07-12,Expense,Entertainment,2766,NO,NO,CARD,Hyderabad
T11317,U056,2024-08-23,Expense,Investment,9917,NO,NO,CARD,Mumbai
T8957,U028,2024-12-04,Expense,Food,5476,NO,NO,CASH,Jaipur
T2753,U105,2021-10-01,Expense,Others,9290,NO,NO,CARD,Mumbai
T0466,U062,2021-12-16,Expense,Food,578,NO,NO,UPI,Ahmedabad
T9846,U085,2021-07-31,Expense,Others,6780,NO,NO,BANK TRANSFER,Hyderabad
T2472,U126,2023-08-29,Expense,Food,-500,YES,NO,CASH,Delhi
T11252,U094,2023-04-03,Income,Others,39948,NO,NO,BANK TRANSFER,Jaipur
T4500,U100,2024-09-23,Expense,Investment,8108,NO,NO,BANK TRANSFER,Lucknow
T10389,U016,2022-05-05,Expense,Education,5533,NO,NO,UPI,Hyderabad
T5559,U124,2023-08-06,Expense,Food,2506,NO,NO,CASH,Jaipur
T12545,U123,2024-05-11,Expense,Bonus,5276,NO,NO,CASH,Lucknow
T3176,U141,2022-12-13,Expense,Food,39024,NO,NO,CARD,Delhi
T3837,U077,2023-02-05,Expense,Utilities,8285,NO,NO,CASH,Chennai
T8514,U036,2021-03-05,Expense,Food,8250,NO,NO,UNKNOWN,Mumbai
T7831,U048,2021-09-06,Income,Salary,63251,NO,NO,CARD,Unknown
T8308,U015,2024-07-20,Expense,Travel,8413,NO,NO,CASH,Unknown
T4973,U038,2022-04-27,Expense,Salary,3579,NO,NO,CARD,Jaipur
T10078,U104,2024-07-01,Expense,Uncategorised,1972,NO,NO,UPI,Delhi
T11480,U064,2022-12-09,Expense,Education,0,NO,NO,CASH,Lucknow
T1393,U138,2022-06-13,Expense,Food,232,NO,NO,CASH,Lucknow
T1876,U120,2022-02-22,Income,Food,75496,NO,NO,UPI,Pune
T8135,U056,2021-06-02,Expense,Rent,6351,NO,NO,CARD,Unknown
T5140,U091,2023-12-06,Expense,Freelance,1313,NO,NO,UPI,Pune
T12073,U039,2022-09-01,Expense,Food,387,NO,NO,CARD,Hyderabad
T12701,U017,2022-07-16,Expense,Others,2407,NO,NO,CARD,Lucknow
T3877,U002,2023-01-24,Expense,Freelance,3999,NO,NO,CARD,Kolkata
T3286,U080,2024-08-22,Income,Utilities,60670,NO,NO,CASH,Unknown
T11601,U073,2021-08-13,Expense,Travel,2585,NO,NO,UPI,Pune
T7846,U055,2023-05-14,Expense,Travel,4227,NO,NO,CASH,Unknown
T3826,U018,2024-02-29,Expense,Entertainment,8718,NO,NO,CASH,Pune
T1749,U024,2023-12-17,Income,Food,40858,NO,NO,UPI,Kolkata
T11574,U013,2022-03-29,Expense,Savings,2845,NO,NO,CASH,Bangalore
T13106,U147,2024-04-29,Expense,Rent,7932,NO,NO,CASH,Chennai
T3387,U129,2021-09-01,Income,Savings,25243,NO,NO,CARD,Unknown
T4221,U116,2021-01-29,Expense,Food,479,NO,NO,CASH,Lucknow
T0569,U045,2022-12-22,Expense,Travel,5063,NO,NO,BANK TRANSFER,Lucknow
T8649,U018,2021-03-16,Expense,Health,8067,NO,NO,UNKNOWN,Hyderabad
T7523,U120,2024-11-02,Expense,Food,9734,NO,NO,BANK TRANSFER,Mumbai
T11043,U111,2021-10-05,Income,Rent,157969,NO,NO,UPI,Mumbai
T10987,U076,2024-12-09,Expense,Freelance,8335,NO,NO,CASH,Mumbai
T11329,U008,2023-07-26,Expense,Rent,7477,NO,NO,CASH,Hyderabad
T5470,U072,2021-07-06,Income,Food,77877,NO,NO,CARD,Delhi
T8398,U061,2022-03-23,Expense,Entertainment,230,NO,NO,BANK TRANSFER,Pune
T7828,U059,2023-02-22,Expense,Others,4165,NO,NO,CARD,Ahmedabad
T9944,U143,2023-02-22,Expense,Travel,4469,NO,NO,BANK TRANSFER,Bangalore
T0187,U092,2021-12-15,Income,Rent,33995,NO,NO,CASH,Kolkata
T11992,U004,2021-02-13,Expense,Salary,2391,NO,NO,CARD,Bangalore
T8385,U106,2024-12-09,Income,Travel,40631,NO,NO,BANK TRANSFER,Pune
T4041,U112,2024-07-26,Expense,Food,7695,NO,NO,UPI,Unknown
T10725,U134,2022-11-29,Expense,Utilities,2816,NO,NO,CARD,Hyderabad
T4695,U030,2021-05-12,Expense,Entertainment,3502,NO,NO,UNKNOWN,Mumbai
T4784,U011,2022-09-14,Expense,Entertainment,222,NO,NO,UNKNOWN,Mumbai
T5682,U027,2022-08-02,Expense,Others,8810,NO,NO,CASH,Pune
T8500,U117,2024-01-22,Income,Education,511549,NO,YES,UPI,Jaipur
T5443,U044,2023-05-28,Expense,Bonus,6167,NO,NO,CASH,Hyderabad
T13279,U008,2022-05-20,Income,Misc,74525,NO,NO,CARD,Jaipur
T3150,U025,2024-03-07,Income,Food,33351,NO,NO,UPI,Pune
T2918,U072,2023-08-02,Expense,Rent,7362,NO,NO,CASH,Jaipur
T13681,U080,2023-08-14,Expense,Investment,2207,NO,NO,CASH,Lucknow
T0736,U081,2023-02-08,Expense,Travel,665,NO,NO,CASH,Unknown
T1128,U140,2022-08-15,Expense,Travel,2979,NO,NO,CASH,Bangalore
T9459,U067,2023-08-27,Expense,Food,7995,NO,NO,CASH,Bangalore
T2035,U066,2022-02-26,Expense,Rent,7805,NO,NO,CASH,Bangalore
T2652,U036,2024-10-18,Expense,Travel,999999999,NO,YES,BANK TRANSFER,Lucknow
T13789,U123,2024-12-15,Expense,Entertainment,3902,NO,NO,CARD,Pune
T7696,U069,2022-07-01,Expense,Utilities,2059,NO,NO,BANK TRANSFER,Jaipur
T0671,U064,2021-01-19,Expense,Entertainment,1768,NO,NO,BANK TRANSFER,Bangalore
T12751,U113,2022-06-29,Expense,Food,7470,NO,NO,CARD,Bangalore
T4929,U123,2024-05-28,Expense,Others,8718,NO,NO,CASH,Lucknow
T6242,U121,2024-05-03,Expense,Utilities,2721,NO,NO,UPI,Bangalore
T9064,U117,2022-01-11,Expense,Food,7200,NO,NO,UNKNOWN,Mumbai
T7275,U016,2022-06-24,Income,Travel,45702,NO,NO,UPI,Jaipur
T10524,U104,2023-04-25,Expense,Freelance,6023,NO,NO,CASH,Jaipur
T13963,U149,2021-10-03,Expense,Travel,5085,NO,NO,CASH,Pune
T11583,U002,2024-01-05,Expense,Travel,2306,NO,NO,UPI,Bangalore
T1740,U011,2021-01-05,Income,Rent,18229,NO,NO,UPI,Ahmedabad
T0320,U045,2021-03-19,Expense,Entertainment,5034,NO,NO,CASH,Lucknow
T7448,U011,2021-04-19,Expense,Rent,9386,NO,NO,CASH,Hyderabad
T13497,U034,2023-08-06,Income,Travel,36713,NO,NO,CARD,Hyderabad
T0706,U074,2024-03-13,Expense,Food,9189,NO,NO,CASH,Delhi
T11467,U058,2021-01-03,Expense,Food,4129,NO,NO,CASH,Mumbai
T12562,U077,2023-09-13,Expense,Utilities,1947,NO,NO,UPI,Kolkata
T1588,U024,2021-04-27,Expense,Education,4200,NO,NO,UPI,Delhi
T8798,U059,2024-04-11,Expense,Food,5519,NO,NO,UPI,Jaipur
T1988,U148,2021-08-02,Expense,Rent,32169,NO,NO,CARD,Kolkata
T2305,U017,2022-08-11,Income,Travel,73108,NO,NO,UPI,Hyderabad
T11488,U060,2022-10-11,Expense,Salary,9420,NO,NO,CASH,Bangalore
T1704,U019,2022-03-27,Income,Travel,33482,NO,NO,CARD,Lucknow
T5950,U082,2021-02-10,Expense,Rent,4290,NO,NO,CASH,Mumbai
T5833,U016,2024-06-02,Expense,Others,938,NO,NO,UPI,Delhi
T5207,U073,2021-08-24,Expense,Utilities,436,NO,NO,CASH,Jaipur
T8120,U118,2024-08-12,Income,Others,55932,NO,NO,BANK TRANSFER,Chennai
T7067,U102,2023-02-26,Expense,Rent,1363,NO,NO,UPI,Chennai
T7794,U149,2021-01-09,Expense,Education,5615,NO,NO,CASH,Bangalore
T4424,U034,2024-06-26,Expense,Entertainment,355,NO,NO,UPI,Ahmedabad
T0252,U018,2022-08-17,Expense,Salary,1588,NO,NO,CASH,Kolkata
T4645,U072,2022-02-22,Expense,Education,30779,NO,NO,BANK TRANSFER,Mumbai
T4685,U081,2023-06-06,Expense,Rent,4072,NO,NO,CASH,Chennai
T4043,U058,2021-04-18,Expense,Food,8886,NO,NO,CASH,Hyderabad
T13653,U004,2022-12-03,Expense,Rent,4890,NO,NO,UNKNOWN,Mumbai
T8604,U072,2023-01-04,Expense,Salary,-500,YES,NO,BANK TRANSFER,Chennai
T8128,U142,2022-06-05,Expense,Rent,6532,NO,NO,UPI,Mumbai
T4070,U018,2021-04-15,Income,Travel,26564,NO,NO,CASH,Mumbai
T4493,U068,2022-10-19,Expense,Travel,8220,NO,NO,BANK TRANSFER,Chennai
T7203,U066,2022-03-11,Expense,Rent,7260,NO,NO,BANK TRANSFER,Unknown
T0708,U018,2024-05-17,Expense,Rent,1167,NO,NO,CARD,Bangalore
T1025,U074,2022-10-23,Income,Uncategorised,51393,NO,NO,BANK TRANSFER,Ahmedabad
T2296,U037,2024-07-11,Expense,Travel,2608,NO,NO,UNKNOWN,Jaipur
T0549,U049,2023-05-17,Expense,Travel,1855,NO,NO,CARD,Unknown
T10851,U090,2021-11-13,Expense,Rent,23592,NO,NO,CASH,Hyderabad
T8997,U071,2021-04-13,Expense,Food,4097,NO,NO,BANK TRANSFER,Chennai
T13095,U123,2023-06-19,Expense,Rent,27897,NO,NO,UNKNOWN,Kolkata
T13223,U019,2024-07-22,Expense,Entertainment,2206,NO,NO,UPI,Lucknow
T12434,U069,2023-05-05,Expense,Food,6064,NO,NO,UPI,Pune
T9032,U064,2023-09-30,Expense,Health,0,NO,NO,UPI,Chennai
T0821,U149,2024-11-23,Expense,Utilities,1954,NO,NO,CARD,Jaipur
T0766,U087,2024-08-19,Expense,Savings,7621,NO,NO,UPI,Jaipur
T12075,U035,2024-09-15,Expense,Rent,1156,NO,NO,CASH,Lucknow
T2955,U137,2022-06-13,Expense,Food,8204,NO,NO,UPI,Unknown
T3923,U025,2023-05-16,Expense,Entertainment,27034,NO,NO,CASH,Unknown
T11176,U131,2023-02-03,Expense,Rent,8929,NO,NO,CASH,Ahmedabad
T9206,U012,2022-05-06,Income,Rent,17856,NO,NO,CASH,Mumbai
T4395,U008,2023-04-07,Expense,Education,8630,NO,NO,BANK TRANSFER,Pune
T7563,U148,2024-04-11,Expense,Food,47690,NO,NO,BANK TRANSFER,Jaipur
T9380,U120,2022-04-14,Income,Entertainment,46791,NO,NO,BANK TRANSFER,Hyderabad
T7731,U076,2021-05-09,Expense,Food,1601,NO,NO,UPI,Chennai
T10255,U053,2023-11-13,Income,Health,31321,NO,NO,BANK TRANSFER,Bangalore
T8610,U038,2024-10-12,Expense,Food,3710,NO,NO,CASH,Pune
T10323,U016,2021-05-25,Expense,Bonus,5734,NO,NO,UPI,Bangalore
T9971,U087,2024-04-03,Expense,Salary,2795,NO,NO,UPI,Pune
T13335,U029,2023-04-29,Income,Utilities,45040,NO,NO,CASH,Lucknow
T13651,U010,2023-03-24,Expense,Utilities,2596,NO,NO,BANK TRANSFER,Mumbai
T3385,U037,2023-12-28,Expense,Rent,552,NO,NO,CARD,Jaipur
T9853,U059,2023-04-29,Expense,Food,7344,NO,NO,BANK TRANSFER,Lucknow
T13718,U038,2022-11-19,Expense,Rent,8629,NO,NO,UPI,Delhi
T8159,U061,2021-09-24,Income,Salary,13923,NO,NO,CARD,Pune
T10075,U131,2023-07-18,Expense,Investment,11474,NO,NO,UPI,Mumbai
T1212,U104,2023-11-08,Expense,Food,4398,NO,NO,BANK TRANSFER,Ahmedabad
T10217,U029,2024-09-01,Expense,Rent,3064,NO,NO,UPI,Bangalore
T5110,U116,2024-07-03,Expense,Travel,7733,NO,NO,CASH,Delhi
T5471,U115,2022-04-30,Expense,Food,3243,NO,NO,CARD,Lucknow
T9260,U148,2022-09-15,Expense,Bonus,5177,NO,NO,BANK TRANSFER,Jaipur
T8213,U146,2022-04-11,Expense,Food,5891,NO,NO,BANK TRANSFER,Kolkata
T11592,U146,2023-08-22,Expense,Rent,1661,NO,NO,CARD,Kolkata
T13218,U049,2024-07-31,Expense,Savings,1701,NO,NO,CARD,Bangalore
T4470,U049,2024-04-21,Expense,Bonus,8034,NO,NO,BANK TRANSFER,Kolkata
T6540,U088,2022-04-07,Expense,Investment,2342,NO,NO,CARD,Unknown
T13473,U084,2023-01-30,Expense,Rent,12318,NO,NO,UPI,Bangalore
T7722,U067,2023-10-13,Expense,Entertainment,6373,NO,NO,CARD,Delhi
T5154,U023,2024-05-16,Expense,Salary,3651,NO,NO,BANK TRANSFER,Bangalore
