transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,date_clean,amount_clean,is_refund,category_clean,location_clean,is_outlier
T3105,U084,7/11/2022,Income,Salary,63429,,Pune,2022-07-11,63429.0,False,Salary,Pune,True
T8932,U107,5/1/2024,Expense,,4076,,LUCKNOW,2024-05-01,4076.0,False,Uncategorized,Lucknow,False
T6746,U125,5/3/2021,Expense,TRAVEL,6569,CARD,Kolkata,2021-05-03,6569.0,False,Travel,Kolkata,False
T3130,U096,11/9/2021,Expense,FOOD,9635,Bank_Transfer,KOL,2021-11-09,9635.0,False,Food,Kolkata,False
T7332,U118,6/17/2022,Expense,Travel,4897,CARD,DEL,2022-06-17,4897.0,False,Travel,Delhi,False
T11357,U094,11/14/2022,Expense,utilities,4440 INR,UPi,,2022-11-14,4440.0,False,Utilities,Ahmedabad,False
T13816,U008,7/19/2023,Expense,Entertain,₹6978,,hyderabad,2023-07-19,6978.0,False,Entertainment,Hyderabad,False
T6194,U118,6/26/2021,Expense,SAVINGS,4895,upi,BAN,2021-06-26,4895.0,False,Savings,Bangalore,False
T8700,U080,3/11/2021,Expense,Entertain,7089,card,Hyderabad,2021-03-11,7089.0,False,Entertainment,Hyderabad,False
T2086,U078,8/28/2021,Expense,Rnt,1977,Bank Transfer,KOLKATA,2021-08-28,1977.0,False,Rent,Kolkata,False
T10737,U113,12/18/2022,Expense,Fod,4901,CASH,Mumbai,2022-12-18,4901.0,False,Food,Mumbai,False
T9895,U035,30-06-2023,Expense,Rentt,27374,Bank_Transfer,LUC,2023-06-30,27374.0,False,Rent,Lucknow,True
T12041,U100,14-12-2023,Expense,travel,5514,UPi,hyderabad,2023-12-14,5514.0,False,Travel,Hyderabad,False
T2583,U029,7/1/2021,Expense,Rent,20104,card,kolkata,2021-07-01,20104.0,False,Rent,Kolkata,True
T4198,U060,2/27/2024,Expense,TRAVEL,1272,Bank Transfr,Jaipur,2024-02-27,1272.0,False,Travel,Jaipur,False
T8187,U069,11/28/2022,Expense,Fod,3837,bank transfer,DELHI,2022-11-28,3837.0,False,Food,Delhi,False
T2931,U046,6/17/2022,Expense,Rnt,999999,bank transfer,BANGALORE,2022-06-17,999999.0,False,Rent,Bangalore,True
T6459,U092,6/15/2022,Income,Bonus,₹60619,Card,Hyderabad,2022-06-15,60619.0,False,Bonus,Hyderabad,True
T5779,U074,14-02-22,Income,Others,24450,CRD,MUM,2022-02-14,24450.0,False,Others,Mumbai,True
T9334,U076,8/25/2021,Expense,entertainment,5217,UPI,PUNE,2021-08-25,5217.0,False,Entertainment,Pune,False
T6836,U099,2/19/2024,Expense,utilities,9479,Bank_Transfer,Chennai,2024-02-19,9479.0,False,Utilities,Chennai,False
T3996,U012,14-10-21,Expense,Travl,5187,Bank_Transfer,MUM,2021-10-14,5187.0,False,Travel,Mumbai,False
T9634,U075,8/9/2022,Expense,Utilities,5077,Card,Pune,2022-08-09,5077.0,False,Utilities,Pune,False
T13820,U023,9/8/2022,Expense,RENT,8335 INR,Bank_Transfer,JAI,2022-09-08,8335.0,False,Rent,Jaipur,False
T1266,U142,2/9/2021,Expense,Utility,2259,Crd,Ahmedabad,2021-02-09,2259.0,False,Utilities,Ahmedabad,False
T13616,U006,1/21/2021,Expense,FOOD,4126,Bank Transfr,AHMEDABAD,2021-01-21,4126.0,False,Food,Ahmedabad,False
T7152,U045,10/15/2022,Expense,travel,6096,UPI,kolkata,2022-10-15,6096.0,False,Travel,Kolkata,False
T6859,U149,1/8/2024,Expense,Food,3726,,Lucknow,2024-01-08,3726.0,False,Food,Lucknow,False
T5216,U147,9/13/2024,Expense,travel,5935,UPI,hyderabad,2024-09-13,5935.0,False,Travel,Hyderabad,False
T13919,U102,7/7/2022,Expense,FOOD,2380,Crd,AHMEDABAD,2022-07-07,2380.0,False,Food,Ahmedabad,False
T6360,U036,4/5/2024,Expense,Rentt,Rs.33185,Bank Transfr,CHE,2024-04-05,33185.0,False,Rent,Chennai,True
T7762,U142,19-11-2022,Expense,Traval,835,UPI,AHM,2022-11-19,835.0,False,Travel,Ahmedabad,False
T9786,U061,11/25/2024,Expense,rent,₹7511,Upi,LUC,2024-11-25,7511.0,False,Rent,Lucknow,False
T3445,U017,17-12-23,Expense,Utlities,9386,BankTransfer,BANGALORE,2023-12-17,9386.0,False,Utilities,Bangalore,False
T13914,U003,6/6/2022,Expense,education,2979,CRD,jaipur,2022-06-06,2979.0,False,Education,Jaipur,False
T1296,U091,6/12/2024,Expense,HEALTH,7110,upi,PUNE,2024-06-12,7110.0,False,Health,Pune,False
T7826,U112,7/15/2021,Expense,Savings,₹1945,upi,MUMBAI,2021-07-15,1945.0,False,Savings,Mumbai,False
T9589,U125,13-08-22,Expense,TRAVEL,2538,csh,MUMBAI,2022-08-13,2538.0,False,Travel,Mumbai,False
T1766,U026,11/19/2022,Expense,FOOD,561,UPi,Lucknow,2022-11-19,561.0,False,Food,Lucknow,False
T9243,U090,19-12-24,Expense,utilities,2083,cash,PUNE,2024-12-19,2083.0,False,Utilities,Pune,False
T6159,U038,12/14/2024,Expense,Foodd,3301,UPI,Jaipur,2024-12-14,3301.0,False,Food,Jaipur,False
T1869,U121,11/1/2024,Expense,Traval,7414,cash,LUCKNOW,2024-11-01,7414.0,False,Travel,Lucknow,False
T5849,U126,10/8/2023,Expense,Travel,₹9734,Upi,,2023-10-08,9734.0,False,Travel,Delhi,False
T10885,U058,23-09-2022,Income,Freelance,15825,Crd,jaipur,2022-09-23,15825.0,False,Freelance,Jaipur,False
T3270,U075,20-12-2022,Expense,Rent,22072,cash,JAI,2022-12-20,22072.0,False,Rent,Jaipur,True
T9244,U068,22-07-2021,Income,Others,51181 INR,Cash,hyderabad,2021-07-22,51181.0,False,Others,Hyderabad,True
T0471,U054,6/4/2022,Expense,rent,6519,Card,hyderabad,2022-06-04,6519.0,False,Rent,Hyderabad,False
T4520,U041,11/9/2021,Expense,OTHERS,3474,UPi,LUCKNOW,2021-11-09,3474.0,False,Others,Lucknow,False
T12066,U003,11/24/2024,Income,Others,20533,bank transfer,KOLKATA,2024-11-24,20533.0,False,Others,Kolkata,True
T13939,U076,21-01-24,Expense,Foods,3117,Cash,JAI,2024-01-21,3117.0,False,Food,Jaipur,False
T12976,U024,8/25/2021,Income,Others,Rs.27796,Upi,Chennai,2021-08-25,27796.0,False,Others,Chennai,True
T13838,U040,4/16/2022,Expense,RENT,6078,BankTransfer,MUMBAI,2022-04-16,6078.0,False,Rent,Mumbai,False
T9578,U106,1/26/2021,Expense,RENT,5871,bank transfer,PUNE,2021-01-26,5871.0,False,Rent,Pune,False
T1074,U117,3/31/2024,Expense,Rent,42691,csh,Jaipur,2024-03-31,42691.0,False,Rent,Jaipur,True
T8873,U017,4/20/2023,Expense,Traval,258,Cash,DELHI,2023-04-20,258.0,False,Travel,Delhi,False
T4970,U050,7/8/2022,Expense,RENT,9994,UPI,Ahmedabad,2022-07-08,9994.0,False,Rent,Ahmedabad,False
T10678,U108,24-12-22,Expense,Health,2416,UPi,DEL,2022-12-24,2416.0,False,Health,Delhi,False
T6834,U052,1/18/2021,Expense,Traval,2784,Cash,JAI,2021-01-18,2784.0,False,Travel,Jaipur,False
T12726,U007,18-03-2022,Expense,Rnt,292,CRD,DEL,2022-03-18,292.0,False,Rent,Delhi,False
T0613,U104,2/24/2024,Expense,Foodd,1823,bank transfer,lucknow,2024-02-24,1823.0,False,Food,Lucknow,False
T7918,U098,5/1/2023,Expense,Food,4852,card,KOLKATA,2023-05-01,4852.0,False,Food,Kolkata,False
T8796,U110,5/2/2024,Expense,Foods,3167,csh,LUC,2024-05-02,3167.0,False,Food,Lucknow,False
T13873,U024,10/13/2024,Income,Investment,63220,card,DELHI,2024-10-13,63220.0,False,Investment,Delhi,True
T1392,U134,19-03-21,Expense,Foodd,3780,BankTransfer,PUN,2021-03-19,3780.0,False,Food,Pune,False
T0730,U136,4/2/2023,Income,Others,64657,CRD,AHMEDABAD,2023-04-02,64657.0,False,Others,Ahmedabad,True
T6829,U048,8/8/2024,Expense,Foodd,999999,CRD,mumbai,2024-08-08,999999.0,False,Food,Mumbai,True
T10949,U134,19-03-23,Expense,Misc,5451,CASH,PUNE,2023-03-19,5451.0,False,Misc,Pune,False
T7463,U046,23-04-24,Expense,food,486,Bank_Transfer,HYDERABAD,2024-04-23,486.0,False,Food,Hyderabad,False
T11179,U001,5/9/2024,Expense,travel,6871,Upi,Lucknow,2024-05-09,6871.0,False,Travel,Lucknow,False
T7414,U111,10/14/2024,Expense,entertainment,7219,card,Chennai,2024-10-14,7219.0,False,Entertainment,Chennai,False
T4038,U084,4/28/2022,Expense,Food,₹1456,CASH,,2022-04-28,1456.0,False,Food,Mumbai,False
T0425,U088,9/2/2023,Income,Investment,53995,Card,MUMBAI,2023-09-02,53995.0,False,Investment,Mumbai,True
T2531,U114,7/17/2021,Expense,Rent,40824,UPI,lucknow,2021-07-17,40824.0,False,Rent,Lucknow,True
T9713,U032,15-07-2024,Expense,travel,1803,Cash,CHENNAI,2024-07-15,1803.0,False,Travel,Chennai,False
T3836,U013,4/19/2021,Income,Salary,23907,UPI,AHM,2021-04-19,23907.0,False,Salary,Ahmedabad,True
T1037,U084,12/5/2024,Income,Others,892217,Card,JAIPUR,2024-12-05,892217.0,False,Others,Jaipur,True
T12579,U052,8/3/2023,Expense,Rent,38431,Crd,hyderabad,2023-08-03,38431.0,False,Rent,Hyderabad,True
T9509,U056,4/8/2022,Expense,Travl,887,card,JAIPUR,2022-04-08,887.0,False,Travel,Jaipur,False
T2575,U128,3/23/2024,Expense,Entrtnmnt,7034,,DELHI,2024-03-23,7034.0,False,Entertainment,Delhi,False
T10059,U019,22-05-2022,Expense,TRAVEL,9371,upi,,2022-05-22,9371.0,False,Travel,Chennai,False
T0921,U050,5/31/2024,Expense,travel,6726,CARD,KOLKATA,2024-05-31,6726.0,False,Travel,Kolkata,False
T5938,U071,4/9/2023,Expense,Entrtnmnt,9299,BankTransfer,Lucknow,2023-04-09,9299.0,False,Entertainment,Lucknow,False
T13330,U047,3/10/2022,Expense,EDU,3506,Csh,chennai,2022-03-10,3506.0,False,Education,Chennai,False
T10284,U089,6/4/2021,Expense,rent,3987,,AHMEDABAD,2021-06-04,3987.0,False,Rent,Ahmedabad,False
T5636,U085,4/16/2023,Expense,Utilties,4200,CRD,MUM,2023-04-16,4200.0,False,Utilities,Mumbai,False
T7769,U061,5/22/2024,Expense,Rent,26131,Bank Transfr,,2024-05-22,26131.0,False,Rent,Chennai,True
T0423,U050,9/16/2021,Expense,Utility,₹4083,Bank_Transfer,HYDERABAD,2021-09-16,4083.0,False,Utilities,Hyderabad,False
T3657,U096,12/30/2021,Expense,Rent,31559,,PUN,2021-12-30,31559.0,False,Rent,Pune,True
T7135,U018,13-05-22,Expense,,7768,card,JAI,2022-05-13,7768.0,False,Uncategorized,Jaipur,False
T0724,U016,11/6/2023,Expense,rent,9527,cash,Hyderabad,2023-11-06,9527.0,False,Rent,Hyderabad,False
T6897,U073,2/19/2021,Expense,Utilties,₹999999999,Csh,Delhi,2021-02-19,999999999.0,False,Utilities,Delhi,True
T7026,U056,13-10-23,Expense,Foods,$0 ,upi,,2023-10-13,0.0,False,Food,Bangalore,False
T13266,U041,22-01-22,Income,Bonus,49633,UPI,Chennai,2022-01-22,49633.0,False,Bonus,Chennai,True
T2779,U001,12/22/2022,Expense,Savings,1022,Csh,pune,2022-12-22,1022.0,False,Savings,Pune,False
T3899,U079,2/26/2024,Expense,Utilties,Rs.6055,CASH,BAN,2024-02-26,6055.0,False,Utilities,Bangalore,False
T7987,U073,8/2/2023,Income,Investment,32845,card,CHE,2023-08-02,32845.0,False,Investment,Chennai,True
T1793,U027,13-12-21,Expense,FOOD,2826,CASH,MUMBAI,2021-12-13,2826.0,False,Food,Mumbai,False
T2408,U001,8/15/2022,Expense,Educaton,₹7554,bank transfer,jaipur,2022-08-15,7554.0,False,Education,Jaipur,False
T4091,U072,7/18/2024,Expense,rent,2297,Card,PUNE,2024-07-18,2297.0,False,Rent,Pune,False
T7938,U117,30-08-2023,Expense,food,4517,bank transfer,JAI,2023-08-30,4517.0,False,Food,Jaipur,False
T2153,U028,2/26/2023,Expense,Rentt,29126,Csh,Ahmedabad,2023-02-26,29126.0,False,Rent,Ahmedabad,True
T10969,U107,7/1/2023,Expense,Fod,1684 INR,card,Jaipur,2023-07-01,1684.0,False,Food,Jaipur,False
T11906,U017,6/28/2022,Expense,Helth,8671,Upi,,2022-06-28,8671.0,False,Health,Hyderabad,False
T5291,U013,4/19/2024,Expense,travel,312,Cash,lucknow,2024-04-19,312.0,False,Travel,Lucknow,False
T2775,U104,19-12-2024,Expense,,4564,Bank Transfr,Delhi,2024-12-19,4564.0,False,Uncategorized,Delhi,False
T7341,U088,17-11-23,Expense,Entertainment,5047,Upi,delhi,2023-11-17,5047.0,False,Entertainment,Delhi,False
T2746,U092,4/30/2023,Expense,travel,6854 INR,Card,LUC,2023-04-30,6854.0,False,Travel,Lucknow,False
T6589,U049,4/19/2022,Expense,Savings,7310,bank transfer,BANGALORE,2022-04-19,7310.0,False,Savings,Bangalore,False
T2748,U031,7/7/2024,Expense,Travl,4091,Bank_Transfer,Pune,2024-07-07,4091.0,False,Travel,Pune,False
T3151,U022,3/20/2024,Expense,HEALTH,4645,CRD,hyderabad,2024-03-20,4645.0,False,Health,Hyderabad,False
T12380,U103,7/6/2024,Income,Salary,27552,Crd,KOLKATA,2024-07-06,27552.0,False,Salary,Kolkata,True
T11212,U091,6/19/2022,Expense,Education,5466,,KOL,2022-06-19,5466.0,False,Education,Kolkata,False
T11767,U008,27-08-2023,Expense,rent,2992,Cash,BAN,2023-08-27,2992.0,False,Rent,Bangalore,False
T12667,U112,8/31/2022,Expense,education,₹4689,Csh,Hyderabad,2022-08-31,4689.0,False,Education,Hyderabad,False
T3763,U037,8/12/2022,Expense,food,6079,CRD,delhi,2022-08-12,6079.0,False,Food,Delhi,False
T6185,U032,13-12-23,Expense,others,4336,CASH,,2023-12-13,4336.0,False,Others,Delhi,False
T1209,U069,17-09-21,Expense,food,1237,CASH,CHE,2021-09-17,1237.0,False,Food,Chennai,False
T10151,U035,3/17/2022,Expense,entertainment,8831,,BANGALORE,2022-03-17,8831.0,False,Entertainment,Bangalore,False
T12165,U013,7/9/2021,Expense,TRAVEL,4994,UPI,Pune,2021-07-09,4994.0,False,Travel,Pune,False
T4788,U001,4/17/2021,Expense,rent,5328,Bank Transfr,Hyderabad,2021-04-17,5328.0,False,Rent,Hyderabad,False
T7267,U018,29-08-21,Expense,utilities,4303,upi,CHENNAI,2021-08-29,4303.0,False,Utilities,Chennai,False
T11834,U018,21-12-22,Expense,Utilties,4529 INR,CARD,HYD,2022-12-21,4529.0,False,Utilities,Hyderabad,False
T7946,U103,27-11-22,Income,Freelance,49289,card,Ahmedabad,2022-11-27,49289.0,False,Freelance,Ahmedabad,True
T5211,U139,3/18/2021,Expense,education,1707,UPI,chennai,2021-03-18,1707.0,False,Education,Chennai,False
T13358,U050,8/2/2022,Expense,Travel,3531 INR,cash,hyderabad,2022-08-02,3531.0,False,Travel,Hyderabad,False
T1354,U009,14-06-24,Expense,education,6961,card,CHENNAI,2024-06-14,6961.0,False,Education,Chennai,False
T1921,U055,1/10/2023,Expense,Traval,5250,CARD,mumbai,2023-01-10,5250.0,False,Travel,Mumbai,False
T1425,U066,12/4/2023,Income,Freelance,47990,Csh,Lucknow,2023-12-04,47990.0,False,Freelance,Lucknow,True
T4694,U118,4/29/2021,Expense,Education,8802,Bank Transfer,kolkata,2021-04-29,8802.0,False,Education,Kolkata,False
T11955,U080,10/2/2022,Expense,Health,₹4865,Upi,Mumbai,2022-10-02,4865.0,False,Health,Mumbai,False
T12618,U105,10/22/2023,Income,Others,10812,Bank Transfer,,2023-10-22,10812.0,False,Others,Delhi,False
T9839,U002,11/17/2022,Expense,Education,₹9892,Crd,,2022-11-17,9892.0,False,Education,Chennai,False
T5487,U028,3/8/2021,Expense,Rent,35977,Card,HYDERABAD,2021-03-08,35977.0,False,Rent,Hyderabad,True
T13669,U060,4/16/2022,Expense,Foodd,2575,Csh,BANGALORE,2022-04-16,2575.0,False,Food,Bangalore,False
T13847,U068,4/4/2021,Expense,Other,$474 ,CARD,CHENNAI,2021-04-04,474.0,False,Others,Chennai,False
T0266,U077,3/26/2024,Expense,food,7215,Crd,Pune,2024-03-26,7215.0,False,Food,Pune,False
T0729,U018,12/16/2024,Expense,utilities,6921,Upi,PUN,2024-12-16,6921.0,False,Utilities,Pune,False
T11889,U067,13-08-22,Expense,Entertainment,999999999,Crd,,2022-08-13,999999999.0,False,Entertainment,Chennai,True
T2586,U066,9/2/2023,Expense,rent,5682,,BAN,2023-09-02,5682.0,False,Rent,Bangalore,False
T9562,U047,22-03-21,Expense,Travl,3925,card,kolkata,2021-03-22,3925.0,False,Travel,Kolkata,False
T4729,U025,9/3/2022,Income,Investment,59014,Cash,CHENNAI,2022-09-03,59014.0,False,Investment,Chennai,True
T9946,U057,5/18/2021,Expense,rent,7959,CARD,KOLKATA,2021-05-18,7959.0,False,Rent,Kolkata,False
T3017,U058,14-06-21,Expense,utilities,4418,Bank Transfr,ahmedabad,2021-06-14,4418.0,False,Utilities,Ahmedabad,False
T7683,U101,5/27/2023,Expense,Rentt,37019,csh,Pune,2023-05-27,37019.0,False,Rent,Pune,True
T13692,U130,12/25/2023,Expense,Utilities,1048,bank transfer,HYD,2023-12-25,1048.0,False,Utilities,Hyderabad,False
T8157,U031,5/9/2024,Expense,food,₹838,cash,Ahmedabad,2024-05-09,838.0,False,Food,Ahmedabad,False
T11910,U053,2/24/2021,Expense,Entrtnmnt,1652,cash,bangalore,2021-02-24,1652.0,False,Entertainment,Bangalore,False
T13414,U038,17-07-2021,Expense,EDU,999999999,,Mumbai,2021-07-17,999999999.0,False,Education,Mumbai,True
T5217,U101,20-12-21,Expense,Rnt,9794,cash,lucknow,2021-12-20,9794.0,False,Rent,Lucknow,False
T12469,U053,4/28/2021,Expense,Rentt,17155,UPI,pune,2021-04-28,17155.0,False,Rent,Pune,False
T3643,U050,9/19/2023,Income,Freelance,Rs.71775,Csh,CHENNAI,2023-09-19,71775.0,False,Freelance,Chennai,True
T5631,U015,1/3/2023,Expense,Fod,₹3527,CASH,Lucknow,2023-01-03,3527.0,False,Food,Lucknow,False
T12297,U102,6/7/2023,Expense,Entertain,-1000,Bank Transfr,delhi,2023-06-07,1000.0,True,Entertainment,Delhi,False
T2499,U035,8/27/2024,Expense,Traval,4214,Crd,,2024-08-27,4214.0,False,Travel,Ahmedabad,False
T0433,U022,10/25/2023,Expense,Utilties,1268,Upi,kolkata,2023-10-25,1268.0,False,Utilities,Kolkata,False
T13632,U036,2/25/2024,Expense,Traval,6175,Card,,2024-02-25,6175.0,False,Travel,Bangalore,False
T1159,U016,4/4/2023,Expense,Rent,43025,csh,BANGALORE,2023-04-04,43025.0,False,Rent,Bangalore,True
T1455,U056,5/29/2023,Expense,Entrtnmnt,1415,Csh,CHE,2023-05-29,1415.0,False,Entertainment,Chennai,False
T3179,U075,3/3/2023,Expense,FOOD,709,Bank Transfr,ahmedabad,2023-03-03,709.0,False,Food,Ahmedabad,False
T8074,U099,4/26/2023,Expense,Travl,6538,Upi,HYDERABAD,2023-04-26,6538.0,False,Travel,Hyderabad,False
T11781,U057,8/20/2021,Expense,Rentt,32159,UPI,pune,2021-08-20,32159.0,False,Rent,Pune,True
T5574,U116,28-07-22,Expense,SAVINGS,4952,CRD,HYD,2022-07-28,4952.0,False,Savings,Hyderabad,False
T6078,U047,1/6/2021,Income,Investment,32323,Upi,AHMEDABAD,2021-01-06,32323.0,False,Investment,Ahmedabad,True
T8527,U078,10/31/2023,Expense,Entertain,8528,CARD,CHE,2023-10-31,8528.0,False,Entertainment,Chennai,False
T9791,U051,10/28/2023,Income,Others,Rs.15408,Crd,AHMEDABAD,2023-10-28,15408.0,False,Others,Ahmedabad,False
T1105,U070,8/24/2022,Expense,Health,0,UPi,bangalore,2022-08-24,0.0,False,Health,Bangalore,False
T9064,U075,10/13/2022,Expense,Health,6652,card,DELHI,2022-10-13,6652.0,False,Health,Delhi,False
T9754,U070,6/1/2022,Expense,Food,2348,Csh,,2022-06-01,2348.0,False,Food,Ahmedabad,False
T4197,U149,11/22/2024,Expense,Fod,782,Cash,CHENNAI,2024-11-22,782.0,False,Food,Chennai,False
T12647,U027,4/13/2023,Expense,Foodd,₹3079,Upi,Delhi,2023-04-13,3079.0,False,Food,Delhi,False
T4202,U019,10/5/2022,Expense,Utlities,2847,bank transfer,Kolkata,2022-10-05,2847.0,False,Utilities,Kolkata,False
T10147,U023,12/20/2023,Expense,education,6707,CASH,pune,2023-12-20,6707.0,False,Education,Pune,False
T9257,U097,21-08-23,Income,Bonus,74423,Bank_Transfer,Hyderabad,2023-08-21,74423.0,False,Bonus,Hyderabad,True
T4123,U076,12/24/2022,Expense,RENT,7169,UPI,,2022-12-24,7169.0,False,Rent,Mumbai,False
T13922,U091,4/9/2022,Expense,Utility,8027,Upi,BAN,2022-04-09,8027.0,False,Utilities,Bangalore,False
T5366,U043,15-07-24,Income,Freelance,48444,CARD,bangalore,2024-07-15,48444.0,False,Freelance,Bangalore,True
T4425,U046,10/6/2022,Expense,Rnt,8482,Crd,JAI,2022-10-06,8482.0,False,Rent,Jaipur,False
T12532,U005,23-10-24,Income,Freelance,₹51092,Cash,,2024-10-23,51092.0,False,Freelance,Jaipur,True
T10608,U046,5/4/2023,Income,Freelance,57098,CRD,,2023-05-04,57098.0,False,Freelance,Pune,True
T11156,U066,19-04-24,Expense,Rentt,₹20018,CRD,Delhi,2024-04-19,20018.0,False,Rent,Delhi,True
T7338,U086,1/25/2022,Expense,Food,1663,,Pune,2022-01-25,1663.0,False,Food,Pune,False
T9975,U137,7/9/2023,Expense,Utility,6183,bank transfer,Chennai,2023-07-09,6183.0,False,Utilities,Chennai,False
T3009,U106,2/11/2022,Expense,rent,5651,csh,JAIPUR,2022-02-11,5651.0,False,Rent,Jaipur,False
T12971,U113,10/21/2023,Income,Others,45535,UPI,MUM,2023-10-21,45535.0,False,Others,Mumbai,True
T11716,U021,3/25/2024,Expense,Food,Rs.614,Upi,Ahmedabad,2024-03-25,614.0,False,Food,Ahmedabad,False
T11204,U099,12/30/2023,Expense,rent,7425,CARD,CHENNAI,2023-12-30,7425.0,False,Rent,Chennai,False
T10218,U030,3/28/2022,Expense,RENT,5719,Cash,,2022-03-28,5719.0,False,Rent,Pune,False
T11415,U011,11/28/2023,Expense,Health,5284,BankTransfer,mumbai,2023-11-28,5284.0,False,Health,Mumbai,False
T5091,U117,8/3/2022,Expense,health,6195,UPI,MUMBAI,2022-08-03,6195.0,False,Health,Mumbai,False
T11718,U146,3/2/2021,Expense,Fod,9407,BankTransfer,MUM,2021-03-02,9407.0,False,Food,Mumbai,False
T12116,U048,3/11/2022,Expense,travel,3913,bank transfer,KOL,2022-03-11,3913.0,False,Travel,Kolkata,False
T10892,U137,12/11/2024,Income,Salary,12644,Bank_Transfer,DEL,2024-12-11,12644.0,False,Salary,Delhi,False
T11060,U072,6/11/2024,Income,Investment,10731,Card,CHE,2024-06-11,10731.0,False,Investment,Chennai,False
T2351,U149,3/2/2022,Expense,Entrtnmnt,9061,csh,BAN,2022-03-02,9061.0,False,Entertainment,Bangalore,False
T0379,U053,5/1/2022,Expense,Utility,9695,,BAN,2022-05-01,9695.0,False,Utilities,Bangalore,False
T8243,U020,18-10-2023,Expense,Utilties,3716,bank transfer,AHMEDABAD,2023-10-18,3716.0,False,Utilities,Ahmedabad,False
T5400,U001,12/11/2024,Expense,Education,8805,Bank Transfr,bangalore,2024-12-11,8805.0,False,Education,Bangalore,False
T8626,U117,3/30/2024,Expense,Rnt,883,card,BAN,2024-03-30,883.0,False,Rent,Bangalore,False
T12869,U101,9/11/2024,Expense,rent,730,cash,JAIPUR,2024-09-11,730.0,False,Rent,Jaipur,False
T2799,U129,10/21/2021,Expense,Education,8842,Upi,AHM,2021-10-21,8842.0,False,Education,Ahmedabad,False
T11704,U129,4/27/2023,Expense,Educaton,3236,csh,BANGALORE,2023-04-27,3236.0,False,Education,Bangalore,False
T13265,U120,11/4/2022,Expense,RENT,9828,UPI,mumbai,2022-11-04,9828.0,False,Rent,Mumbai,False
T10821,U120,8/27/2023,Expense,travel,₹7979,Bank_Transfer,Bangalore,2023-08-27,7979.0,False,Travel,Bangalore,False
T12606,U052,17-11-21,Expense,Food,₹3891,CARD,Chennai,2021-11-17,3891.0,False,Food,Chennai,False
T12104,U107,8/6/2022,Expense,FOOD,2718,Card,CHE,2022-08-06,2718.0,False,Food,Chennai,False
T1417,U079,9/14/2022,Expense,Entertainment,Rs.9896,csh,DELHI,2022-09-14,9896.0,False,Entertainment,Delhi,False
T3352,U109,1/16/2023,Expense,EDU,323,Bank Transfer,delhi,2023-01-16,323.0,False,Education,Delhi,False
T5446,U126,7/2/2022,Expense,Entrtnmnt,8568,bank transfer,BAN,2022-07-02,8568.0,False,Entertainment,Bangalore,False
T3731,U057,14-02-22,Expense,rent,₹9945,cash,AHM,2022-02-14,9945.0,False,Rent,Ahmedabad,False
T6577,U046,6/4/2023,Income,Freelance,75229,card,PUN,2023-06-04,75229.0,False,Freelance,Pune,True
T9089,U052,3/14/2024,Expense,Utilties,9683,Csh,CHE,2024-03-14,9683.0,False,Utilities,Chennai,False
T6580,U031,22-08-21,Income,Freelance,22976,Crd,Kolkata,2021-08-22,22976.0,False,Freelance,Kolkata,True
T12549,U131,1/5/2024,Expense,Entrtnmnt,Rs.8719,,Bangalore,2024-01-05,8719.0,False,Entertainment,Bangalore,False
T11967,U059,1/4/2022,Income,Salary,69750,UPI,Ahmedabad,2022-01-04,69750.0,False,Salary,Ahmedabad,True
T12642,U069,12/1/2021,Income,Freelance,49094,Upi,Pune,2021-12-01,49094.0,False,Freelance,Pune,True
T2932,U116,3/24/2022,Expense,Foods,1786,card,MUM,2022-03-24,1786.0,False,Food,Mumbai,False
T13477,U149,8/3/2022,Expense,Entrtnmnt,2334,card,Ahmedabad,2022-08-03,2334.0,False,Entertainment,Ahmedabad,False
T13317,U032,5/5/2024,Expense,entertainment,₹4977,Upi,delhi,2024-05-05,4977.0,False,Entertainment,Delhi,False
T5185,U076,1/19/2022,Income,Salary,78908,Bank Transfr,HYDERABAD,2022-01-19,78908.0,False,Salary,Hyderabad,True
T6646,U143,6/12/2024,Expense,entertainment,7361,Crd,Jaipur,2024-06-12,7361.0,False,Entertainment,Jaipur,False
T4150,U127,15-09-21,Expense,Health,297,Bank Transfr,AHM,2021-09-15,297.0,False,Health,Ahmedabad,False
T1975,U137,7/1/2022,Expense,Utility,9048,UPi,pune,2022-07-01,9048.0,False,Utilities,Pune,False
T11394,U125,26-01-22,Expense,Food,₹2803,CARD,pune,2022-01-26,2803.0,False,Food,Pune,False
T2540,U037,10/29/2021,Income,Bonus,Rs.15446,Upi,JAI,2021-10-29,15446.0,False,Bonus,Jaipur,False
T9507,U023,7/4/2022,Expense,Education,8582,BankTransfer,,2022-07-04,8582.0,False,Education,Lucknow,False
T0289,U096,9/12/2022,Expense,Travel,₹1617,card,AHMEDABAD,2022-09-12,1617.0,False,Travel,Ahmedabad,False
T2695,U066,6/13/2023,Expense,food,8883,Crd,Lucknow,2023-06-13,8883.0,False,Food,Lucknow,False
T13306,U005,4/16/2022,Expense,Utilties,9106,Crd,HYDERABAD,2022-04-16,9106.0,False,Utilities,Hyderabad,False
T9316,U086,6/23/2022,Income,Bonus,31030,csh,LUC,2022-06-23,31030.0,False,Bonus,Lucknow,True
T9510,U069,8/14/2023,Expense,entertainment,9885,Bank Transfer,delhi,2023-08-14,9885.0,False,Entertainment,Delhi,False
